,Location,ad_id,ad_link,energy_label,lat,local_area_name,lon,property_type_description,size_from,type,byggear_cat,ownership_cat,"lat,lon"
3576,"Andalsvegen 33, Bømlo",236649049,https://www.finn.no/realestate/homes/ad.html?finnkode=236649049,7,59.61283,,5.22069,Enebolig,288.0,realestate,0,1,"59.61283,5.22069"
3577,"JERNBANEVEGEN 8, Fagernes",236627550,https://www.finn.no/realestate/homes/ad.html?finnkode=236627550,7,60.98531,,9.23296,Leilighet,120.0,realestate,0,1,"60.98531,9.23296"
3581,"Bjørnsvikveien 32, Slependen",260474146,https://www.finn.no/realestate/homes/ad.html?finnkode=260474146,4,59.88,Slependen/Sandvika,10.51337,Enebolig,338.0,realestate,0,1,"59.88,10.51337"
3582,"Raveien 452, Sandefjord",261523480,https://www.finn.no/realestate/homes/ad.html?finnkode=261523480,7,59.181,Kullerød/Hunsrød,10.21475,Enebolig,111.0,realestate,0,1,"59.181,10.21475"
3583,"Eiksveien 5, Eiksmarka",260547817,https://www.finn.no/realestate/homes/ad.html?finnkode=260547817,7,59.9493,EIKSMARKA,10.6164,Leilighet,71.0,realestate,0,1,"59.9493,10.6164"
3584,"Grenserøysvegen 81, Østby",227381489,https://www.finn.no/realestate/homes/ad.html?finnkode=227381489,7,61.1724,Flermoen,12.7485,Enebolig,91.0,realestate,0,1,"61.1724,12.7485"
3585,"Flyveien 3, Oslo",261223373,https://www.finn.no/realestate/homes/ad.html?finnkode=261223373,7,59.94888,Vestre Holmen,10.65808,Leilighet,71.0,realestate,0,1,"59.94888,10.65808"
3586,"Bernt Knudsens vei 57 F, Oslo",260975729,https://www.finn.no/realestate/homes/ad.html?finnkode=260975729,7,59.86797,Nordstrand,10.80616,Tomannsbolig,95.0,realestate,0,1,"59.86797,10.80616"
3587,"Ørstrandveien 154, Svensby",260934526,https://www.finn.no/realestate/homes/ad.html?finnkode=260934526,7,69.82681,,19.98968,Enebolig,141.0,realestate,0,1,"69.82681,19.98968"
3588,"Drolsumveien 1, Vikersund",260887617,https://www.finn.no/realestate/homes/ad.html?finnkode=260887617,7,60.0213,,10.004,Enebolig,98.0,realestate,0,1,"60.0213,10.004"
3589,"Bakkegata 8, Sandnes",255787835,https://www.finn.no/realestate/homes/ad.html?finnkode=255787835,7,58.8658,Sandnes sentrum,5.7433,Leilighet,101.0,realestate,0,1,"58.8658,5.7433"
3590,"Mellomveien 2A, Orkanger",260530467,https://www.finn.no/realestate/homes/ad.html?finnkode=260530467,7,63.30754,Orkanger,9.84934,Tomannsbolig,110.0,realestate,0,1,"63.30754,9.84934"
3591,"Kjelsåsveien 3 B, Oslo",260428688,https://www.finn.no/realestate/homes/ad.html?finnkode=260428688,7,59.94185,Grefsen,10.78345,Leilighet,65.0,realestate,0,2,"59.94185,10.78345"
3592,"Otto Ruges vei 1B, Eiksmarka",260255412,https://www.finn.no/realestate/homes/ad.html?finnkode=260255412,7,59.94898,EIKSMARKA,10.61569,Leilighet,72.0,realestate,0,1,"59.94898,10.61569"
3593,"Eggumsveien 865, Bøstad",259832338,https://www.finn.no/realestate/homes/ad.html?finnkode=259832338,7,68.3086,Eggum,13.67326,Enebolig,99.0,realestate,0,1,"68.3086,13.67326"
3594,"Jerpeveien 9B, Larvik",237849214,https://www.finn.no/realestate/homes/ad.html?finnkode=237849214,7,59.0589,Nanset,10.04346,Enebolig,167.0,realestate,0,1,"59.0589,10.04346"
3595,"Skogstien 6, Jessheim",259545588,https://www.finn.no/realestate/homes/ad.html?finnkode=259545588,7,60.1413,Jessheim sentralt,11.18647,Enebolig,165.0,realestate,0,1,"60.1413,11.18647"
3596,"Bjørnlivegen 19, Porsgrunn",259512163,https://www.finn.no/realestate/homes/ad.html?finnkode=259512163,7,59.1328,Bjørntvedt,9.66363,Enebolig,214.0,realestate,0,1,"59.1328,9.66363"
3597,"Holumbakken 4A og B, Hagan",254248994,https://www.finn.no/realestate/homes/ad.html?finnkode=254248994,7,59.9766,Skillebekk,10.9353,Enebolig,223.0,realestate,0,1,"59.9766,10.9353"
3598,"Kvamsvegen 783, Steinkjer",259486441,https://www.finn.no/realestate/homes/ad.html?finnkode=259486441,7,64.06437,Steinkjer/Asphaugen,11.50636,Enebolig,130.0,realestate,0,1,"64.06437,11.50636"
3599,"Moerveien 38B, Ås",259140526,https://www.finn.no/realestate/homes/ad.html?finnkode=259140526,7,59.6594,ÅS SENTRUM,10.7934,Enebolig,179.0,realestate,0,1,"59.6594,10.7934"
3600,"Tremmene 22, Ask",256529327,https://www.finn.no/realestate/homes/ad.html?finnkode=256529327,7,60.4857,Ask / Tremmene,5.1992,Enebolig,162.0,realestate,0,1,"60.4857,5.1992"
3601,"FRIDTJOF NANSENS GATE 20, Notodden",258847752,https://www.finn.no/realestate/homes/ad.html?finnkode=258847752,7,59.56855,,9.27345,Enebolig,151.0,realestate,0,1,"59.56855,9.27345"
3602,"Buseneset 21, Hafrsfjord",252547195,https://www.finn.no/realestate/homes/ad.html?finnkode=252547195,7,58.96111,Sør-Sunde,5.61212,Enebolig,170.0,realestate,0,1,"58.96111,5.61212"
3603,"Ivar Aasens veg 9, Namsos",258968131,https://www.finn.no/realestate/homes/ad.html?finnkode=258968131,7,64.47287,,11.5113,Enebolig,219.0,realestate,0,1,"64.47287,11.5113"
3604,"Sortlandsveien 1870, Myre",258844196,https://www.finn.no/realestate/homes/ad.html?finnkode=258844196,7,68.81168,,15.175,Enebolig,94.0,realestate,0,1,"68.81168,15.175"
3605,"Sigurds gate 7, Harstad",258312694,https://www.finn.no/realestate/homes/ad.html?finnkode=258312694,7,68.79633,Harstad sentrum,16.5403,Enebolig,130.0,realestate,0,1,"68.79633,16.5403"
3606,"EKREVEGEN 53, Indre Arna",258022415,https://www.finn.no/realestate/homes/ad.html?finnkode=258022415,7,60.41596,,5.46637,Enebolig,175.0,realestate,0,1,"60.41596,5.46637"
3607,"Hansvikvegen 13, Rørvik",257237766,https://www.finn.no/realestate/homes/ad.html?finnkode=257237766,7,64.87332,Rørvik,11.23587,Enebolig,111.0,realestate,0,1,"64.87332,11.23587"
3608,"Friheim 16, Hafrsfjord",236662382,https://www.finn.no/realestate/homes/ad.html?finnkode=236662382,7,58.9722,Friheim,5.6542,Enebolig,150.0,realestate,0,1,"58.9722,5.6542"
3609,"Markavegen 2, Bud",256249906,https://www.finn.no/realestate/homes/ad.html?finnkode=256249906,7,62.9085,,6.9116,Enebolig,190.0,realestate,0,1,"62.9085,6.9116"
3610,"Kræmervegen 8, Tromsø",256203226,https://www.finn.no/realestate/homes/ad.html?finnkode=256203226,7,69.6661,,18.96423,Leilighet,60.0,realestate,0,1,"69.6661,18.96423"
3611,"Jernbanegata 34 B, Levanger",255695814,https://www.finn.no/realestate/homes/ad.html?finnkode=255695814,7,63.747,Levanger sentrum,11.30406,Enebolig,281.0,realestate,0,1,"63.747,11.30406"
3612,"Haglundveien 22A, Ski",254822181,https://www.finn.no/realestate/homes/ad.html?finnkode=254822181,7,59.7147,Ski sentrum,10.8479,Enebolig,167.0,realestate,0,1,"59.7147,10.8479"
3613,"Vanylvsvegen 2043, Sylte",254152483,https://www.finn.no/realestate/homes/ad.html?finnkode=254152483,7,62.0542,SYLTEFJORDEN,5.6014,Enebolig,106.0,realestate,0,1,"62.0542,5.6014"
3614,"Øverrovegen 410, Snertingdal",251660530,https://www.finn.no/realestate/homes/ad.html?finnkode=251660530,7,60.8939,,10.4034,Enebolig,102.0,realestate,0,1,"60.8939,10.4034"
3615,"Magnefaret 20, Oslo",249167231,https://www.finn.no/realestate/homes/ad.html?finnkode=249167231,7,59.90111,Høyenhall,10.80706,Enebolig,145.0,realestate,0,1,"59.90111,10.80706"
3617,"Vallarvegen 5, Seljord",214282513,https://www.finn.no/realestate/homes/ad.html?finnkode=214282513,7,59.49045,,8.64398,Enebolig,247.0,realestate,0,1,"59.49045,8.64398"
3618,"ADMINISTRASJONSVEIEN 1, Narvik",198010998,https://www.finn.no/realestate/homes/ad.html?finnkode=198010998,7,68.43086,,17.42598,Leilighet,191.0,realestate,0,1,"68.43086,17.42598"
3619,"Skarpabrådet 19, Egersund",168005217,https://www.finn.no/realestate/homes/ad.html?finnkode=168005217,7,58.4485,Årstad,6.0041,Enebolig,160.0,realestate,0,1,"58.4485,6.0041"
3620,"Morkelstien 1, Moss",261446184,https://www.finn.no/realestate/homes/ad.html?finnkode=261446184,6,59.42276,,10.69459,Leilighet,52.0,realestate,1,2,"59.42276,10.69459"
3621,"Spælamoen 8, Mo i Rana",261341406,https://www.finn.no/realestate/homes/ad.html?finnkode=261341406,6,66.34791,YTTEREN,14.13462,Enebolig,138.0,realestate,1,1,"66.34791,14.13462"
3622,"Myrastubben 4, Hvitsten",246406125,https://www.finn.no/realestate/homes/ad.html?finnkode=246406125,6,59.58965,,10.66064,Enebolig,202.0,realestate,1,1,"59.58965,10.66064"
3623,"Blåbærstien 3A, Nesoddtangen",261185606,https://www.finn.no/realestate/homes/ad.html?finnkode=261185606,6,59.8543,,10.6673,Rekkehus,53.0,realestate,1,1,"59.8543,10.6673"
3624,"Skogveien 60B, Stabekk",260870253,https://www.finn.no/realestate/homes/ad.html?finnkode=260870253,6,59.9131,Stabekk - Jar skolekrets,10.6044,Enebolig,253.0,realestate,1,1,"59.9131,10.6044"
3625,"Gregers Grams vei 16B, Oslo",261007730,https://www.finn.no/realestate/homes/ad.html?finnkode=261007730,6,59.93651,Ullerntoppen,10.6461,Leilighet,138.0,realestate,1,1,"59.93651,10.6461"
3626,"Niels Brandtzægs Veg 58, Abelvær",260943142,https://www.finn.no/realestate/homes/ad.html?finnkode=260943142,6,64.72838,Abelvær,11.1772,Enebolig,124.0,realestate,1,1,"64.72838,11.1772"
3627,"Skogmusvegen 12, Kattem",260929580,https://www.finn.no/realestate/homes/ad.html?finnkode=260929580,6,63.34529,Kattem,10.32717,Rekkehus,137.0,realestate,1,2,"63.34529,10.32717"
3628,"Sørberget 5, Verdal",260929460,https://www.finn.no/realestate/homes/ad.html?finnkode=260929460,6,63.76852,Vinne / Verdal,11.48557,Enebolig,148.0,realestate,1,1,"63.76852,11.48557"
3629,"Søvikveien 253, Sandnessjøen",260921599,https://www.finn.no/realestate/homes/ad.html?finnkode=260921599,6,65.97117,,12.51373,Enebolig,168.0,realestate,1,1,"65.97117,12.51373"
3630,"Astraveien 20, Stavanger",260906222,https://www.finn.no/realestate/homes/ad.html?finnkode=260906222,6,58.94951,Tjensvoll/Stavanger,5.69888,Tomannsbolig,80.0,realestate,1,2,"58.94951,5.69888"
3631,"Bøaflata 3, Vang i Valdres",260899455,https://www.finn.no/realestate/homes/ad.html?finnkode=260899455,6,61.12847,Vang,8.54555,Enebolig,220.0,realestate,1,1,"61.12847,8.54555"
3632,"Tunveien 10, Lillesand",260897126,https://www.finn.no/realestate/homes/ad.html?finnkode=260897126,6,58.24415,,8.35952,Enebolig,167.0,realestate,1,1,"58.24415,8.35952"
3633,"Balders veg 25, Steinkjer",260893862,https://www.finn.no/realestate/homes/ad.html?finnkode=260893862,6,64.01674,,11.45311,Enebolig,147.0,realestate,1,1,"64.01674,11.45311"
3634,"Linerleveien 4F, Sandefjord",258368170,https://www.finn.no/realestate/homes/ad.html?finnkode=258368170,6,59.1114,,10.2149,Rekkehus,102.0,realestate,1,2,"59.1114,10.2149"
3635,"Espens vei 12, Vollen",260766352,https://www.finn.no/realestate/homes/ad.html?finnkode=260766352,6,59.7854,Vollen/Bjerkås,10.4791,Enebolig,249.0,realestate,1,1,"59.7854,10.4791"
3636,"Skaregata 10B, Ålesund",260624452,https://www.finn.no/realestate/homes/ad.html?finnkode=260624452,6,62.4748,Sentrum,6.1588,Leilighet,62.0,realestate,1,1,"62.4748,6.1588"
3637,"Roald Amundsens gate 28A, Sandnes",260504810,https://www.finn.no/realestate/homes/ad.html?finnkode=260504810,6,58.8614,Trones/Sandnes Sentrum,5.7434,Leilighet,55.0,realestate,1,2,"58.8614,5.7434"
3638,"Vidjeveien 43, Hommersåk",260429556,https://www.finn.no/realestate/homes/ad.html?finnkode=260429556,6,58.9159,RISKA,5.8415,Enebolig,159.0,realestate,1,1,"58.9159,5.8415"
3639,"Nipedalen 321, Laksevåg",260655989,https://www.finn.no/realestate/homes/ad.html?finnkode=260655989,6,60.368,Laksevåg,5.2636,Rekkehus,103.0,realestate,1,1,"60.368,5.2636"
3640,"Solåsen 4A, Nesttun",253837370,https://www.finn.no/realestate/homes/ad.html?finnkode=253837370,6,60.3145,Nesttun,5.3636,Leilighet,77.0,realestate,1,1,"60.3145,5.3636"
3641,"Øvre Flatåsveg 65 E, Flatåsen",260549027,https://www.finn.no/realestate/homes/ad.html?finnkode=260549027,6,63.3767,Flatåsen,10.34171,Rekkehus,163.0,realestate,1,2,"63.3767,10.34171"
3642,"Blystadringen 2F, Blystadlia",260534719,https://www.finn.no/realestate/homes/ad.html?finnkode=260534719,6,59.9299,Blystadlia / Rælingen,11.0358,Leilighet,84.0,realestate,1,2,"59.9299,11.0358"
3643,"Grovavegen 3 A, Orkanger",260425394,https://www.finn.no/realestate/homes/ad.html?finnkode=260425394,6,63.29648,,9.84323,Leilighet,76.0,realestate,1,2,"63.29648,9.84323"
3644,"Skipanes 22, Veavågen",260042809,https://www.finn.no/realestate/homes/ad.html?finnkode=260042809,6,59.2941,Veavågen,5.2321,Enebolig,202.0,realestate,1,1,"59.2941,5.2321"
3645,"Peplassvegen 15, Eide",260044599,https://www.finn.no/realestate/homes/ad.html?finnkode=260044599,6,62.9224,EIDE,7.4427,Enebolig,150.0,realestate,1,1,"62.9224,7.4427"
3646,"Seglavegen 2, Løten",260007294,https://www.finn.no/realestate/homes/ad.html?finnkode=260007294,6,60.83355,LØTEN,11.35335,Enebolig,121.0,realestate,1,1,"60.83355,11.35335"
3647,"Jernbanegata 8A, Sarpsborg",259814809,https://www.finn.no/realestate/homes/ad.html?finnkode=259814809,6,59.28387,Sarpsborg sentrum,11.11576,Leilighet,120.0,realestate,1,2,"59.28387,11.11576"
3648,"Skuggaberg 29, Haugesund",259627432,https://www.finn.no/realestate/homes/ad.html?finnkode=259627432,6,59.3946,,5.3106,Rekkehus,151.0,realestate,1,1,"59.3946,5.3106"
3649,"Syrinveien 4, Andebu",259633793,https://www.finn.no/realestate/homes/ad.html?finnkode=259633793,6,59.30324,Andebu,10.18512,Enebolig,107.0,realestate,1,1,"59.30324,10.18512"
3650,"Øvre Flatåsveg 79 C, Flatåsen",258871325,https://www.finn.no/realestate/homes/ad.html?finnkode=258871325,6,63.37664,Flatåsen,10.34236,Rekkehus,153.0,realestate,1,2,"63.37664,10.34236"
3651,"Kolsåsstien 9, Kolsås",258710007,https://www.finn.no/realestate/homes/ad.html?finnkode=258710007,6,59.9156,,10.505,Leilighet,104.0,realestate,1,1,"59.9156,10.505"
3652,"Gakoriveien 26 A, Alta",257339513,https://www.finn.no/realestate/homes/ad.html?finnkode=257339513,6,69.95273,Gakori,23.22153,Rekkehus,83.0,realestate,1,2,"69.95273,23.22153"
3653,"Leirfjordveien 183, Leirfjord",258183056,https://www.finn.no/realestate/homes/ad.html?finnkode=258183056,6,66.06744,,12.9036,Enebolig,112.0,realestate,1,1,"66.06744,12.9036"
3654,"Smedsrudveien 5D, Langhus",249513876,https://www.finn.no/realestate/homes/ad.html?finnkode=249513876,6,59.7553,Langhus,10.828,Rekkehus,127.0,realestate,1,1,"59.7553,10.828"
3655,"Mjelkåsveien 11, Drangedal",257243788,https://www.finn.no/realestate/homes/ad.html?finnkode=257243788,6,59.10006,MJELKÅSEN / DRANGEDAL,9.05429,Enebolig,140.0,realestate,1,1,"59.10006,9.05429"
3656,"Jøkelfjordveien 751, Jøkelfjord",233671899,https://www.finn.no/realestate/homes/ad.html?finnkode=233671899,6,70.07157,Jøkelfjord,22.00634,Enebolig,255.0,realestate,1,1,"70.07157,22.00634"
3657,"Brydedamveien 24, Sandefjord",247477808,https://www.finn.no/realestate/homes/ad.html?finnkode=247477808,6,59.13183,PRESTÅSEN/BRYDEDAMMEN,10.23808,Enebolig,233.0,realestate,1,1,"59.13183,10.23808"
3658,"Nøtteveien 28, Yven",255164525,https://www.finn.no/realestate/homes/ad.html?finnkode=255164525,6,59.28007,Hannestad,11.06802,Enebolig,147.0,realestate,1,1,"59.28007,11.06802"
3659,"Rothåsen 4, Larkollen",254728880,https://www.finn.no/realestate/homes/ad.html?finnkode=254728880,6,59.3248,Larkollen,10.691,Tomannsbolig,92.0,realestate,1,1,"59.3248,10.691"
3660,"Midtre Borgvin 10, Bø i Telemark",253269897,https://www.finn.no/realestate/homes/ad.html?finnkode=253269897,6,59.40143,,9.07456,Leilighet,111.0,realestate,1,1,"59.40143,9.07456"
3661,"Multebærveien 11, Stokmarknes",250948448,https://www.finn.no/realestate/homes/ad.html?finnkode=250948448,6,68.55663,,14.92693,Enebolig,138.0,realestate,1,1,"68.55663,14.92693"
3662,"Austmannsvegen 3, Sand",249411999,https://www.finn.no/realestate/homes/ad.html?finnkode=249411999,6,59.4874,Sand i Suldal,6.2578,Enebolig,176.0,realestate,1,1,"59.4874,6.2578"
3663,"Bergslia 169, Rena",248688551,https://www.finn.no/realestate/homes/ad.html?finnkode=248688551,6,61.09037,,11.38048,Enebolig,142.0,realestate,1,1,"61.09037,11.38048"
3664,"Myrahaugen 1, Roan",230430551,https://www.finn.no/realestate/homes/ad.html?finnkode=230430551,6,64.17835,ROAN,10.22005,Enebolig,67.0,realestate,1,1,"64.17835,10.22005"
3665,"Åråssvingen 23, Kjeller",260021623,https://www.finn.no/realestate/homes/ad.html?finnkode=260021623,5,59.9653,Kjeller/Åråsen,11.0652,Leilighet,62.0,realestate,6,1,"59.9653,11.0652"
3666,"Neptunveien 6, Melbu",259718005,https://www.finn.no/realestate/homes/ad.html?finnkode=259718005,5,68.50011,,14.81504,Leilighet,87.0,realestate,6,1,"68.50011,14.81504"
3667,"Snorres gate 6, Narvik",238812348,https://www.finn.no/realestate/homes/ad.html?finnkode=238812348,6,68.43759,Oscarsborg,17.43936,Tomannsbolig,210.0,realestate,0,1,"68.43759,17.43936"
3668,"Østre ringvei 19, Kristiansand S",260874699,https://www.finn.no/realestate/homes/ad.html?finnkode=260874699,6,58.15101,Lund,8.02336,Rekkehus,157.0,realestate,0,1,"58.15101,8.02336"
3669,"Strømshauggata 4, Hokksund",259737618,https://www.finn.no/realestate/homes/ad.html?finnkode=259737618,6,59.7715,,9.9048,Tomannsbolig,156.0,realestate,0,1,"59.7715,9.9048"
3670,"SNORRESGATE 30, Narvik",254075453,https://www.finn.no/realestate/homes/ad.html?finnkode=254075453,6,68.43882,,17.44352,Tomannsbolig,172.0,realestate,0,1,"68.43882,17.44352"
3671,"Hornnesvegen 14 og 16, Hornnes",254004286,https://www.finn.no/realestate/homes/ad.html?finnkode=254004286,6,58.5548,Hornnes,7.77186,Enebolig,437.0,realestate,0,1,"58.5548,7.77186"
3672,"Stokkøyveien 210, Stokkøy",252910463,https://www.finn.no/realestate/homes/ad.html?finnkode=252910463,6,64.04303,Stokkøya,10.00621,Leilighet,84.0,realestate,0,1,"64.04303,10.00621"
3673,"Parkalleen 13, Larvik",234591200,https://www.finn.no/realestate/homes/ad.html?finnkode=234591200,6,59.05224,Mesterfjellet/Byskogen,10.04309,Enebolig,238.0,realestate,0,1,"59.05224,10.04309"
3674,"Lektor Musums gate 12 B, Verdal",190197542,https://www.finn.no/realestate/homes/ad.html?finnkode=190197542,6,63.79524,Verdal sentrum,11.48415,Leilighet,38.0,realestate,0,2,"63.79524,11.48415"
3675,"Storgata 112 A, Tromsø",260941226,https://www.finn.no/realestate/homes/ad.html?finnkode=260941226,3,69.65283,SENTRUM,18.95904,Leilighet,26.0,realestate,0,2,"69.65283,18.95904"
3676,"Teisenveien 43, Oslo",260764331,https://www.finn.no/realestate/homes/ad.html?finnkode=260764331,3,59.91341,Teisen,10.82271,Leilighet,24.0,realestate,0,2,"59.91341,10.82271"
3677,"Vangberg 2F, Tromsø",260955540,https://www.finn.no/realestate/homes/ad.html?finnkode=260955540,4,69.6476,,18.90031,Leilighet,75.0,realestate,5,1,"69.6476,18.90031"
3678,"Idretten 20, Jessheim",260902821,https://www.finn.no/realestate/homes/ad.html?finnkode=260902821,4,60.14845,# JESSHEIM,11.16614,Leilighet,71.0,realestate,5,1,"60.14845,11.16614"
3679,"Ertsgårds gate 10, Stjørdal",260788406,https://www.finn.no/realestate/homes/ad.html?finnkode=260788406,4,63.46819,,10.9355,Leilighet,67.0,realestate,5,1,"63.46819,10.9355"
3680,"Langoddveien 1B, Fornebu",260570249,https://www.finn.no/realestate/homes/ad.html?finnkode=260570249,4,59.8874,HUNDSUND / SNARØYA,10.6174,Leilighet,108.0,realestate,5,1,"59.8874,10.6174"
3681,"St. Olavs vei 51, Kristiansand S",260650549,https://www.finn.no/realestate/homes/ad.html?finnkode=260650549,4,58.15782,Lund,8.01257,Leilighet,53.0,realestate,5,1,"58.15782,8.01257"
3682,"Jåttåvågveien 20B, Stavanger",260637608,https://www.finn.no/realestate/homes/ad.html?finnkode=260637608,4,58.91732,,5.7308,Leilighet,52.0,realestate,5,1,"58.91732,5.7308"
3683,"Valderhaug 50B, Ågotnes",259758899,https://www.finn.no/realestate/homes/ad.html?finnkode=259758899,4,60.4034,,4.9912,Leilighet,121.0,realestate,5,1,"60.4034,4.9912"
3684,"Freserveien 33, Oslo",259211476,https://www.finn.no/realestate/homes/ad.html?finnkode=259211476,4,59.90218,Kværnerbyen,10.78822,Leilighet,96.0,realestate,5,1,"59.90218,10.78822"
3685,"Gamleveg 35A, Bø i Telemark",258179165,https://www.finn.no/realestate/homes/ad.html?finnkode=258179165,4,59.4151,Bø sentrum,9.06877,Leilighet,74.0,realestate,5,2,"59.4151,9.06877"
3686,"Fossbekkveien 31, Lillesand",257875486,https://www.finn.no/realestate/homes/ad.html?finnkode=257875486,4,58.2413,Påmeldingsvisning.,8.3728,Leilighet,120.0,realestate,5,1,"58.2413,8.3728"
3687,"Aspemyra 4, Alta",257427771,https://www.finn.no/realestate/homes/ad.html?finnkode=257427771,4,69.96473,,23.43139,Leilighet,71.0,realestate,5,1,"69.96473,23.43139"
3688,"Tømmerstien 4, Alta",256969882,https://www.finn.no/realestate/homes/ad.html?finnkode=256969882,4,69.96352,,23.38889,Leilighet,89.0,realestate,5,1,"69.96352,23.38889"
3689,"D. Carlsens veg 4, Kleppe",256525629,https://www.finn.no/realestate/homes/ad.html?finnkode=256525629,4,58.76853,Klepp,5.63542,Leilighet,71.0,realestate,5,1,"58.76853,5.63542"
3690,"Skiftesvikveien 43, Randaberg",256386226,https://www.finn.no/realestate/homes/ad.html?finnkode=256386226,4,59.012,Grødem,5.6394,Leilighet,68.0,realestate,5,1,"59.012,5.6394"
